iter	Passed	Remaining
363	1445	2524
364	1448	2519
365	1452	2515
366	1456	2512
367	1460	2508
368	1463	2502
369	1466	2497
370	1470	2492
371	1474	2488
372	1477	2484
373	1482	2481
374	1486	2477
375	1513	2511
376	1517	2507
377	1521	2503
378	1524	2497
379	1527	2493
380	1531	2487
381	1563	2529
382	1582	2549
383	1589	2550
384	1593	2545
385	1597	2541
386	1601	2537
387	1606	2534
388	1693	2659
389	1697	2655
390	1702	2651
391	1705	2645
392	1710	2641
393	1713	2636
394	1719	2633
395	1723	2628
396	1735	2635
397	1739	2631
398	1743	2626
399	1747	2621
400	1751	2616
401	1755	2612
402	1760	2607
403	1799	2655
404	1803	2650
405	1808	2645
406	1812	2641
407	1817	2637
408	1904	2752
409	1947	2802
410	1980	2838
411	1987	2836
412	1991	2830
413	1996	2826
414	2000	2819
415	2004	2814
416	2026	2833
417	2047	2851
418	2087	2894
419	2092	2889
420	2096	2883
421	2101	2878
422	2105	2871
423	2112	2870
424	2118	2866
425	2122	2859
426	2126	2853
427	2130	2847
428	2134	2841
429	2139	2835
430	2144	2830
431	2147	2824
432	2153	2819
433	2157	2814
434	2161	2807
435	2164	2800
436	2167	2793
437	2172	2787
438	2175	2779
439	2177	2771
440	2181	2765
441	2185	2758
442	2188	2751
443	2191	2744
444	2194	2736
445	2197	2729
446	2200	2722
447	2203	2714
448	2206	2707
449	2209	2700
450	2214	2695
451	2217	2688
452	2220	2681
453	2223	2674
454	2226	2667
455	2230	2660
456	2233	2653
457	2236	2647
458	2241	2641
459	2243	2633
460	2246	2626
461	2249	2619
462	2252	2612
463	2255	2605
464	2258	2598
465	2261	2591
466	2266	2586
467	2268	2579
468	2271	2571
469	2274	2564
470	2277	2557
471	2280	2550
472	2282	2543
473	2285	2536
474	2287	2528
475	2290	2521
476	2294	2515
477	2297	2508
478	2300	2501
479	2303	2495
480	2306	2488
481	2310	2482
482	2312	2475
483	2315	2468
484	2318	2461
485	2322	2456
486	2325	2449
487	2328	2442
488	2330	2435
489	2333	2428
490	2336	2422
491	2339	2415
492	2342	2409
493	2345	2402
494	2348	2395
495	2351	2389
496	2353	2382
497	2356	2375
498	2359	2369
499	2362	2362
500	2366	2356
501	2369	2350
502	2372	2343
503	2374	2337
504	2378	2331
505	2382	2325
506	2384	2319
507	2387	2312
508	2390	2306
509	2393	2299
510	2396	2293
511	2399	2286
512	2403	2281
513	2406	2275
514	2410	2269
515	2414	2264
516	2416	2258
517	2420	2251
518	2425	2247
519	2427	2241
520	2430	2234
521	2433	2228
522	2436	2221
523	2439	2216
524	2442	2210
525	2445	2203
526	2448	2197
527	2451	2191
528	2454	2185
529	2456	2178
530	2459	2172
531	2462	2166
532	2465	2160
533	2469	2154
534	2472	2148
535	2474	2142
536	2477	2136
537	2482	2131
538	2485	2126
539	2489	2120
540	2492	2114
541	2495	2108
542	2498	2102
543	2502	2097
544	2505	2091
545	2507	2085
546	2511	2080
547	2515	2074
548	2518	2068
549	2521	2062
550	2523	2056
551	2526	2050
552	2529	2044
553	2532	2038
554	2535	2032
555	2538	2027
556	2541	2021
557	2544	2015
558	2547	2009
559	2549	2003
560	2553	1997
561	2556	1992
562	2559	1986
563	2561	1980
564	2565	1975
565	2569	1970
566	2572	1964
567	2574	1958
568	2577	1952
569	2580	1946
570	2583	1940
571	2586	1935
572	2588	1929
573	2591	1923
574	2593	1917
575	2597	1911
576	2600	1906
577	2602	1900
578	2605	1894
579	2608	1888
580	2611	1883
581	2614	1877
582	2616	1871
583	2619	1865
584	2622	1860
585	2625	1854
586	2627	1848
587	2630	1843
588	2633	1837
589	2636	1832
590	2640	1827
591	2643	1821
592	2645	1815
593	2648	1810
594	2651	1804
595	2654	1799
596	2656	1793
597	2659	1788
598	2662	1782
599	2665	1776
600	2668	1771
601	2671	1766
602	2674	1760
603	2677	1755
604	2679	1749
605	2683	1745
606	2686	1739
607	2689	1734
608	2692	1728
609	2694	1722
610	2698	1718
611	2702	1713
612	2705	1708
613	2708	1702
614	2712	1697
615	2715	1692
616	2718	1687
617	2721	1682
618	2726	1678
619	2729	1673
620	2733	1668
621	2736	1662
622	2739	1657
623	2741	1652
624	2745	1647
625	2747	1641
626	2750	1636
627	2754	1631
628	2757	1626
629	2760	1621
630	2763	1615
631	2766	1610
632	2769	1605
633	2772	1600
634	2775	1595
635	2778	1590
636	2781	1584
637	2784	1580
638	2787	1574
639	2790	1569
640	2793	1564
641	2796	1559
642	2799	1554
643	2803	1549
644	2806	1544
645	2809	1539
646	2812	1534
647	2815	1529
648	2818	1524
649	2821	1519
650	2825	1514
651	2827	1509
652	2830	1504
653	2835	1500
654	2840	1496
655	2845	1492
656	2855	1490
657	2926	1520
658	2946	1524
659	2950	1519
660	2954	1515
661	2957	1510
662	2960	1505
663	2963	1499
664	2967	1495
665	2970	1489
666	2973	1484
667	2976	1479
668	2979	1474
669	2983	1469
670	2987	1464
671	2991	1460
672	2994	1455
673	2998	1450
674	3001	1445
675	3005	1440
676	3008	1435
677	3011	1430
678	3015	1425
679	3017	1420
680	3020	1414
681	3024	1410
682	3027	1405
683	3030	1400
684	3033	1395
685	3036	1389
686	3042	1386
687	3046	1381
688	3052	1377
689	3056	1373
690	3060	1368
691	3065	1364
692	3069	1360
693	3074	1355
694	3076	1350
695	3079	1345
696	3084	1341
697	3087	1335
698	3090	1330
699	3093	1325
700	3095	1320
701	3099	1315
702	3102	1310
703	3105	1305
704	3108	1300
705	3111	1295
706	3114	1290
707	3117	1285
708	3120	1280
709	3123	1275
710	3127	1271
711	3130	1266
712	3133	1261
713	3136	1256
714	3139	1251
715	3142	1246
716	3144	1241
717	3147	1236
718	3150	1231
719	3153	1226
720	3156	1221
721	3159	1216
722	3162	1211
723	3165	1206
724	3168	1201
725	3171	1196
726	3174	1191
727	3176	1186
728	3180	1182
729	3186	1178
730	3189	1173
731	3192	1168
732	3195	1163
733	3197	1158
734	3200	1153
735	3203	1149
736	3206	1144
737	3210	1139
738	3213	1134
739	3215	1129
740	3218	1125
741	3221	1120
742	3225	1115
743	3227	1110
744	3230	1105
745	3233	1100
746	3236	1096
747	3239	1091
748	3242	1086
749	3245	1081
750	3248	1076
751	3250	1072
752	3254	1067
753	3257	1062
754	3265	1059
755	3269	1055
756	3272	1050
757	3275	1045
758	3277	1040
759	3280	1035
760	3284	1031
761	3287	1026
762	3289	1021
763	3292	1017
764	3295	1012
765	3301	1008
766	3304	1003
767	3306	998
768	3309	994
769	3312	989
770	3315	984
771	3318	979
772	3320	975
773	3323	970
774	3326	965
775	3329	961
776	3332	956
777	3335	951
778	3338	947
779	3340	942
780	3343	937
781	3346	932
782	3349	928
783	3352	923
784	3355	918
785	3357	914
786	3360	909
787	3363	904
788	3366	900
789	3368	895
790	3371	890
791	3374	886
792	3377	881
793	3380	876
794	3384	872
795	3387	868
796	3389	863
797	3392	858
798	3394	854
799	3398	849
800	3401	844
801	3404	840
802	3407	835
803	3410	831
804	3414	826
805	3417	822
806	3420	818
807	3424	813
808	3427	809
809	3431	804
810	3434	800
811	3437	795
812	3442	791
813	3445	787
814	3447	782
815	3451	778
816	3454	773
817	3457	769
818	3459	764
819	3462	760
820	3465	755
821	3468	751
822	3471	746
823	3474	742
824	3477	737
825	3525	742
826	3529	738
827	3533	733
828	3536	729
829	3540	725
830	3545	720
831	3549	716
832	3562	714
833	3565	709
834	3570	705
835	3574	701
836	3578	696
837	3581	692
838	3584	687
839	3588	683
840	3593	679
841	3597	675
842	3602	670
843	3606	666
844	3613	662
845	3615	658
846	3619	653
847	3622	649
848	3629	645
849	3632	641
850	3636	636
851	3641	632
852	3645	628
853	3649	623
854	3653	619
855	3659	615
856	3662	611
857	3666	606
858	3672	602
859	3677	598
860	3680	594
861	3684	589
862	3689	585
863	3692	581
864	3695	576
865	3701	572
866	3705	568
867	3709	564
868	3712	559
869	3716	555
870	3720	551
871	3724	546
872	3728	542
873	3735	538
874	3738	534
875	3745	530
876	3750	525
877	3753	521
878	3757	517
879	3761	512
880	3765	508
881	3770	504
882	3776	500
883	3781	496
884	3786	492
885	3790	487
886	3794	483
887	3799	479
888	3816	476
889	3880	479
890	3885	475
891	3896	471
892	3901	467
893	3905	463
894	3908	458
895	3912	454
896	3915	449
897	3918	445
898	3922	440
899	3928	436
900	3931	431
901	3935	427
902	3938	423
903	3943	418
904	3946	414
905	3950	409
906	3953	405
907	3958	401
908	3961	396
909	3964	392
910	3968	387
911	3972	383
912	3975	378
913	3980	374
914	3984	370
915	3988	365
916	3993	361
917	3997	357
918	4001	352
919	4005	348
920	4009	343
921	4013	339
922	4017	335
923	4022	330
924	4026	326
925	4029	322
926	4032	317
927	4035	313
928	4039	308
929	4042	304
930	4046	299
931	4049	295
932	4053	291
933	4060	286
934	4063	282
935	4067	278
936	4070	273
937	4073	269
938	4076	264
939	4080	260
940	4084	256
941	4086	251
942	4090	247
943	4094	242
944	4097	238
945	4100	234
946	4103	229
947	4109	225
948	4112	220
949	4115	216
950	4118	212
951	4122	207
952	4126	203
953	4129	199
954	4132	194
955	4137	190
956	4140	186
957	4143	181
958	4146	177
959	4149	172
960	4152	168
961	4155	164
962	4158	159
963	4161	155
964	4164	151
965	4167	146
966	4170	142
967	4173	137
968	4176	133
969	4181	129
970	4184	124
971	4187	120
972	4190	116
973	4195	112
974	4198	107
975	4201	103
976	4204	98
977	4208	94
978	4210	90
979	4213	85
980	4216	81
981	4220	77
982	4223	73
983	4226	68
984	4229	64
985	4232	60
986	4235	55
987	4238	51
988	4242	47
989	4245	42
990	4247	38
991	4251	34
992	4254	29
993	4258	25
994	4260	21
995	4264	17
996	4267	12
997	4270	8
998	4273	4
999	4277	0
